"id","type","description","name"
"txcd_32050039","physical","Soaps, body washes, shower gels for personal hygiene containing antibacterial. These products contain a ""drug facts"" panel or a statement of active ingredients.","Soaps - Antibacterial"
"txcd_32050040","physical","A lotion, spray, gel, foam, stick or other topical product that absorbs or reflects some of the sun's ultraviolet (UV) radiation and thus helps protect against sunburn. Sunscreen contains a ""drug facts"" label or statement of active ingredients.","Sunscreen"
"txcd_32050041","physical","Teeth whitening gels, rinse, strips, trays, etc containing bleaching agents. These products do not contain a ""drug facts"" panel or a statement of active ingredients.","Teeth Whitening Kits"
"txcd_32060001","physical","When sold without prescription order of a licensed professional, equipment that: can withstand repeated use; is primarily and customarily used to serve a medical purpose; generally is not useful to a person in the absence of illness or injury; and is not worn in or on the body. Home use means the equipment is sold to an individual for use at home, regardless of where the individual resides. Examples include hospital beds, commode chairs, bed pans, IV poles, etc.","Durable Medical Equipment for Home Use"
"txcd_32060002","physical","When sold under prescription order of a licensed professional, equipment that: can withstand repeated use; is primarily and customarily used to serve a medical purpose; generally is not useful to a person in the absence of illness or injury; and is not worn in or on the body. Home use means the equipment is sold to an individual for use at home, regardless of where the individual resides. Examples include hospital beds, commode chairs, bed pans, IV poles, etc.","Durable Medical Equipment for Home Use with Prescription"
"txcd_32060007","physical","When sold under prescription order of a licensed professional, nutritional tube feeding equipment including button-style feeding tubes, standard G-tubes, NG-tubes, extension sets, adapters, feeding pumps, feeding pump delivery sets.","Enteral Feeding Equipment for Home Use with Prescription"
"txcd_32060012","physical","When sold under prescription order of a licensed professional, a machine used that filters a patient's blood to remove excess water and waste products when the kidneys are damaged, dysfunctional, or missing. The kidney dialysis machine is an artificial part which augments the natural functioning of the kidneys.","Kidney Dialysis Equipment for Home Use with Prescription"
"txcd_32060017","physical","When sold without prescription order of a licensed professional, a machine used that filters a patient's blood to remove excess water and waste products when the kidneys are damaged, dysfunctional, or missing. The kidney dialysis machine is an artificial part which augments the natural functioning of the kidneys.","Kidney Dialysis Equipment for Home Use"
"txcd_32060018","physical","When sold under prescription order of a licensed professional, equipment used to administer oxygen directly into the lungs of the patient for the relief of conditions in which the human body experiences an abnormal deficiency or inadequate supply of oxygen. Oxygen equipment means oxygen cylinders, cylinder transport devices, including sheaths and carts, cylinder studs and support devices, regulators, flowmeters, tank wrenches, oxygen concentrators, liquid oxygen base dispensers, liquid oxygen portable dispensers, oxygen tubing, nasal cannulas, face masks, oxygen humidifiers, and oxygen fittings and accessories.","Oxygen Delivery Equipment for Home Use with Prescription"
"txcd_32060023","physical","When sold without prescription order of a licensed professional, equipment used to administer oxygen directly into the lungs of the patient for the relief of conditions in which the human body experiences an abnormal deficiency or inadequate supply of oxygen. Oxygen equipment means oxygen cylinders, cylinder transport devices, including sheaths and carts, cylinder studs and support devices, regulators, flowmeters, tank wrenches, oxygen concentrators, liquid oxygen base dispensers, liquid oxygen portable dispensers, oxygen tubing, nasal cannulas, face masks, oxygen humidifiers, and oxygen fittings and accessories.","Oxygen Delivery Equipment for Home Use"
"txcd_32060024","physical","A heating pad is a pad used for warming of parts of the body in order to manage pain. Types of heating pads include electrical, chemical and hot water bottles. This code is intended for sales directly to end consumers that are NOT healthcare providers.","Heating Pads"
"txcd_32060025","physical","A reusable pain management supply that includes artificial ice packs, gel packs, heat wraps, etc used for pain relief.  This code is intended for sales directly to end consumers that are NOT healthcare providers.","Cold or Hot Therapy Packs - Reusable"
"txcd_32060026","physical","When sold without prescription order of a licensed professional, nutritional tube feeding equipment including button-style feeding tubes, standard G-tubes, NG-tubes, extension sets, adapters, feeding pumps, feeding pump delivery sets.","Enteral Feeding Equipment for Home Use"
"txcd_32070003","physical","An item that is applied directly to or inside a wound to absorb wound drainage, protect healing tissue, maintain a moist or dry wound environment (as appropriate), or prevent bacterial contamination. Examples include bandages, dressings, gauze, medical tape. This code is intended for sales directly to end consumers that are NOT healthcare providers.","Wound Care Supplies - Bandages, Dressings, Gauze"
"txcd_32070004","physical","A wound care supply is defined as an item that is applied directly to or inside a wound to absorb wound drainage, protect healing tissue, maintain a moist or dry wound environment (as appropriate), or prevent bacterial contamination.  These supplies contain medication such as an antibiotic ointment. They are a labeled with a ""drug facts"" panel or a statement of active ingredients.Examples include bandages, dressings, gauze, medical tape. This code is intended for sales directly to end consumers that are NOT healthcare providers.","Wound Care Supplies - Bandages, Dressings, Gauze - Medicated"
"txcd_32070018","physical","A collection of mixed supplies and equipment that is used to give medical treatment, often housed in durable plastic boxes, fabric pouches or in wall mounted cabinets. Qualifying medicinal items (eg. OTC drugs) make up 51% or more of the value of the kit. This code is intended for sales directly to end consumers that are NOT healthcare providers.","First Aid Kits"
"txcd_32070019","physical","Single use disposable gloves (latex, nitrile, vinyl, etc) not used for medical purposes.","Gloves - Disposable (non medical use)"
"txcd_32070020","physical","Single use disposable gloves (latex, nitrile, vinyl, etc) that have an application in a first aid or medical setting. This code is intended for sales directly to end consumers that are NOT healthcare providers.","Gloves - Disposable (medical use)"
"txcd_32070028","physical","Items for use in cure, treatment or diagnosis of injury, illness, disease or incapacity, and which is consumed during the use.  Please select a more granular category as appropriate.","Medical Supplies - Consumable"
"txcd_32070029","physical","A collection of mixed supplies and equipment that is used to give medical treatment, often housed in durable plastic boxes, fabric pouches or in wall mounted cabinets. Qualifying medicinal items (eg. OTC drugs) make up 50% or less of the value of the kit. This code is intended for sales directly to end consumers that are NOT healthcare providers.","First Aid Kits - 50% or Less Medicinal Items"
"txcd_32070030","physical","Liquid solution for cleaning and disinfecting contact lenses.","Contact Lens Disinfecting Solutions"
"txcd_32070031","physical","Liquid solution for lubricating/rewetting, but not disinfecting, contact lenses. This solution is applied directly to the eye.","Contact Lens Lubricating Solutions"
"txcd_32070032","physical","Single use cotton balls or swabs for application of antiseptics and medications and to cleanse scratches, cuts or minor wounds. This code is intended for sales directly to end consumers that are NOT healthcare providers.","Cotton Balls/Swabs - Sterile"
"txcd_32070033","physical","Single use cotton balls or swabs for multi-purpose use other than applying medicines and cleaning wounds, due to not being sterile. This code is intended for sales directly to end consumers that are NOT healthcare providers.","Cotton Balls/Swabs - Unsterile"
"txcd_32070034","physical","A single use pain management supply that includes artificial ice packs, gel packs, heat wraps, etc used for pain relief. This code is intended for sales directly to end consumers that are NOT healthcare providers.","Cold or Hot Therapy Packs - Disposable"
"txcd_32070035","physical","A single use pain management supply that includes artificial ice packs, gel packs, heat wraps, etc used for pain relief.   These products contain a ""drug facts"" panel or a statement of active ingredients.  This code is intended for sales directly to end consumers that are NOT healthcare providers.","Cold or Hot Therapy Packs - Disposable - Medicated"
"txcd_32070036","physical","Flexible adhesive strips that attach over the bridge of the nose to lift the sides of the nose, opening the nasal passages to provide relief for congestion and snoring. The products are drug free and contain no active drug ingredients.","Nasal Breathing Strips"
"txcd_32070037","physical","Single use hollow needle commonly used with a syringe to inject insulin into the body by diabetic individuals, sold under prescription order of a licensed professional.  This code is intended for sales directly to end consumers that are NOT healthcare providers.","Hypodermic Needles/Syringes with Prescription - Insulin"
"txcd_32070038","physical","Single use hollow needle commonly used with a syringe to inject insulin into the body by diabetic individuals, sold without prescription order of a licensed professional.  This code is intended for sales directly to end consumers that are NOT healthcare providers.","Hypodermic Needles/Syringes - Insulin"
"txcd_32070039","physical","Hydrogen peroxide is a mild antiseptic used on the skin to prevent infection of minor cuts, scrapes, and burns. It may also be used as a mouth rinse to help remove mucus or to relieve minor mouth irritation (e.g., due to canker/cold sores, gingivitis). These products contain a ""drug facts"" panel or a statement of active ingredients. This code is intended for sales directly to end consumers that are NOT healthcare providers.","Hydrogen Peroxide"
"txcd_32070040","physical","A multi-purpose skin protectorant and topical ointment. These products contain a ""drug facts"" panel or a statement of active ingredients. This code is intended for sales directly to end consumers that are NOT healthcare providers.","Petroleum Jelly"
"txcd_32070041","physical","Liquid drops to be placed inside the ear canal to reduce the symptoms of an ear ache, or to act as an ear drying aid, or to loosen, cleanse, and aid in the removal of ear wax. These products contain a ""drug facts"" panel or a statement of active ingredients. Examples include Ear Ache, Swimmers' Ears, and Ear Wax removal drops. This code is intended for sales directly to end consumers that are NOT healthcare providers.","Ear Drops - Medicated"
"txcd_32070042","physical","A liquid solution typically used as a topical antiseptic. The products contain a ""drug facts"" panel or a statement of active ingredients. This code is intended for sales directly to end consumers that are NOT healthcare providers.","Isopropyl (Rubbing) Alcohol"
"txcd_32080001","physical","Aids that can increase, improve, or assist mobility in the bathroom such as raised toilet seat, tub & shower stool, handrails, grab bars, etc.","Bath Aids"
"txcd_32080003","physical","Equipment which is primarily and customarily used to provide or increase the ability to move from one place to another, sold without a prescription, and which is appropriate for use either in a home or a motor vehicle; Is not generally used by persons with normal mobility; and does not include any motor vehicle or equipment on a motor vehicle normally provided by a motor vehicle manufacturer. Examples include wheelchairs, crutches, canes, walkers, chair lifts, etc.","Mobility Enhancing Equipment"
"txcd_32080004","physical","Parts for items such as crutch pads, walker tips, cane tips, crutch tips, etc.","Repair & Replacement Parts for Mobility Enhancing Equipment"
"txcd_32080005","physical","Equipment which is primarily and customarily used to provide or increase the ability to move from one place to another, sold under a prescription, and which is appropriate for use either in a home or a motor vehicle; Is not generally used by persons with normal mobility; and does not include any motor vehicle or equipment on a motor vehicle normally provided by a motor vehicle manufacturer. Examples include wheelchairs, crutches, canes, walkers, chair lifts, etc.","Mobility Enhancing Equipment with Prescription"
"txcd_32090003","physical","Corrective lenses, including eyeglasses and contact lenses, sold without a prescription order of a licensed professional. This code is intended for sales directly to end consumers that are NOT healthcare providers.","Corrective Lenses"
"txcd_32090005","physical","Batteries specifically labeled and designed to operate hearing aid devices, sold without prescription order of a licensed professional. This code is intended for sales directly to end consumers that are NOT healthcare providers.","Hearing Aid Batteries"
"txcd_32090006","physical","Artificial devices to correct or alleviate hearing deficiencies, sold without prescription order of a licensed professional. This code is intended for sales directly to end consumers that are NOT healthcare providers.","Hearing Aids"
"txcd_32090007","physical","When sold without prescription order of a licensed professional, a replacement, corrective, or supportive device, worn on or in the body to: Artificially replace a missing portion of the body; Prevent or correct physical deformity or malfunction; or Support a weak or deformed portion of the body. Worn in or on the body means that the item is implanted or attached so that it becomes part of the body, or is carried by the body and does not hinder the mobility of the individual. Examples include artificial limbs, pacemakers, orthotics, orthopedics, ostomy/colostomy devices, catheters, etc.","Prosthetic Device"
"txcd_32090008","physical","When sold under prescription order of a licensed professional, a replacement, corrective, or supportive device, worn on or in the body to: Artificially replace a missing portion of the body; Prevent or correct physical deformity or malfunction; or Support a weak or deformed portion of the body. Worn in or on the body means that the item is implanted or attached so that it becomes part of the body, or is carried by the body and does not hinder the mobility of the individual. Examples include artificial limbs, pacemakers, orthotics, orthopedics, ostomy/colostomy devices, catheters, etc.","Prosthetic Devices with Prescription"
"txcd_32090013","physical","Corrective lenses, eyeglasses, sold under prescription order of a licensed professional.  This code is intended for sales directly to end consumers that are NOT healthcare providers.","Corrective Lenses with Prescription"
"txcd_32090014","physical","Contact lenses, sold under prescription order of a licensed professional. This code is intended for sales directly to end consumers that are NOT healthcare providers.","Contact Lenses with Prescription"
"txcd_32090015","physical","When sold under prescription order of a licensed professional, a replacement, corrective, or supportive device, worn in the mouth, including dentures, orthodontics, crowns, bridges, etc.","Dental Prosthetics with Prescription"
"txcd_32090016","physical","When sold without prescription order of a licensed professional, a replacement, corrective, or supportive device, worn in the mouth, including dentures, orthodontics, crowns, bridges, etc.","Dental Prosthetics"
"txcd_32090017","physical","Artificial devices to correct or alleviate hearing deficiencies, sold under prescription order of a licensed professional. This code is intended for sales directly to end consumers that are NOT healthcare providers.","Hearing Aids with Prescription"
"txcd_32090018","physical","Batteries specifically labeled and designed to operate hearing aid devices, sold under prescription order of a licensed professional. This code is intended for sales directly to end consumers that are NOT healthcare providers.","Hearing Aid Batteries with Prescription"
"txcd_32100001","physical","At home urine-based tests used to detect pregancy hormone levels.","Pregenacy Testing Kits"
"txcd_32100002","physical","At home urine-based tests used to detect impending ovulation to assist in pregnancy planning.","Ovulation Testing Kits"
"txcd_32100003","physical","An at-home infectious disease test kit that can be sold without a prescription.","Infectious Disease Test"
"txcd_32100004","physical","An at-home infectious disease test kit that can only be sold with a prescription.","Infectious Disease Test - Prescription only"
"txcd_32100005","physical","At home saliva, cheeek swab or blood drop based tests used to detect various genetic markers in an individual.","DNA Testing Kits"
"txcd_32100006","physical","One-time use medical thermometers for oral, temporal/forehead, or rectal body temperature diagnostics. This code is intended for sales directly to end consumers that are NOT healthcare providers.","Medical Thermometers - Disposable"
"txcd_32100007","physical","Multiple use medical thermometers for oral, temporal/forehead, or rectal body temperature diagnostics. This code is intended for sales directly to end consumers that are NOT healthcare providers.","Medical Thermometers - Reusable"
"txcd_32100008","physical","Products carrying an Energy Star rating (e.g., light bulbs, appliances, etc.).  Please select a more granular product tax category where appropriate.","Energy Star Products"
"txcd_32100010","physical","At home digital or manual (aneroid) sphygmomanometers, also known as a blood pressure meter, blood pressure monitor, or blood pressure gauge, are devices used to measure blood pressure, composed of an inflatable cuff to collapse and then release the artery under the cuff in a controlled manner.  This code is intended for sales directly to end consumers that are NOT healthcare providers.","Blood Pressure Testing Devices"
"txcd_32100011","physical","An electronic device that clips onto a patient's finger to measure heart rate and oxygen saturation in his or her red blood cells.  This code is intended for sales directly to end consumers that are NOT healthcare providers.","Pulse Oximeter"
"txcd_32100012","physical","At home urine-based tests used to detect the presense of various drug substances in an individual.","Drug Testing Kits"
"txcd_32100013","physical","At home blood-prick based tests used to monitor cholesterol levels in an individual.","Cholesterol Testing Kits"
"txcd_33020001","physical","Ceiling Fans carrying an Energy Star rating.","Ceiling Fans - Energy Star"
"txcd_33020002","physical","Domestic air conditioning (central or room) systems carrying Energy Star rating.","Air conditioners - Energy Star"
"txcd_33020003","physical","Domestic gas or oil furnaces carrying an Energy Star rating.","Furnaces - Energy Star"
"txcd_33020004","physical","Domestic air source heat pumps carrying Energy Star rating.","Heat Pumps - Energy Star"
"txcd_33020005","physical","Domestic water heater carrying Energy Star rating.","Water Heater - Energy Star"
"txcd_33020006","physical","Domestic appliance carrying an Energy Star Rating which reduces and maintains the level of humidity in the air.","Dehumidifier - Energy Star"
"txcd_33020007","physical","Domestic gas or oil boilers for space or water heating carrying an Energy Star rating.","Boilers - Energy Star"
"txcd_33020008","physical","An in home programmable thermostat, such as a WiFi enabled smart thermostat, carrying an Energy Star rating.","Programmable Wall Thermostat - Energy Star"
"txcd_33020009","physical","Domestic standard size refrigerators carrying Energy Star rating.","Refrigerators - Energy Star"
"txcd_33020010","physical","Domestic dish washing appliances carrying Energy Star rating.","Dishwashers - Energy Star"
"txcd_33020011","physical","Domestic freezers carrying Energy Star rating.","Freezers- Energy Star"
"txcd_33020012","physical","Domestic clothes washing appliances carrying Energy Star rating.","Clothes Washing Machine - Energy Star"
"txcd_33020013","physical","Domestic clothes drying appliances carrying Energy Star rating.","Clothes Drying Machine - Energy Star"
"txcd_33020014","physical","Non-electric can opener.","Can Opener - Manual"
"txcd_33020200","physical","Water conserving products are for conserving or retaining groundwater; recharging water tables; or decreasing ambient air temperature, and so limiting water evaporation. Examples include soil sufactants, a soaker or drip-irrigation hose, a moisture control for a sprinkler or irrigation system, a rain barrel or an alternative rain and moisture collection system, a permeable ground cover surface that allows water to reach underground basins, aquifers or water collection points.","Water conserving products"
"txcd_33030001","physical","Single or multi-pack AA, AAA, c, D, 6-volt or 9-volt batteries, excluding automobile or boat batteries.","Alkaline Batteries"
"txcd_33031001","physical","Mobile phone batteries.","Mobile Phone Batteries"
"txcd_33080201","physical","Wipes used in the process of eliminating or reducing harmful microorganisms from inanimate objects and surfaces.","Disinfectant Wipes"
"txcd_33080202","physical","Paper based items for household use designed to be disposed of after single use, including the the following...Facial tissue; Paper bags; Paper freezer wrap; Paper place mats; Paper plates and cups; Paper napkins; Paper straws; Paper tablecloths; Paper towels.","Disposable Household Paper Products"
"txcd_33080300","physical","Includes blankets, pillows, bed linens/sheets, comforters, towels, wash cloths, shower curtains and bath mats.  Please select a more granular category where appropriate.","Household Linens/Bedding Towels Shower Curtains"
"txcd_33080301","physical","Bedclothes items including sheets, pillow cases, bedspreads, comforters, blankets, throws, duvet covers, pillow shams, bed skirts, mattress pad, mattress toppers, and pillows.","Bedding"
"txcd_33080302","physical","A small mat/rug used to cover portion of bathroom floor.","Bath Mats/Rugs"
"txcd_33080303","physical","Towels used for individual drying of persons, including bath towels, beach towels, wash cloths, hand towels, facetowels, sport towels, etc.","Bath Towels"
"txcd_33080304","physical","Shower curtain/liner used to keep water from escaping a showering area.","Shower Curtain or Liner"
"txcd_33080305","physical","A bumper/liner that borders the interior walls/slats of the crib to help protect the baby.","Crib Bumpers/Liners"
"txcd_33080306","physical","Dish towels used for kitchenware drying.","Dish Towels"
"txcd_33080400","physical","Yarn for use other than fabricating/repairing clothing.","Yarn - Non-clothing"
"txcd_33100001","physical","Landscape soil, mulch, compost - residential.","Landscape Soil, Mulch, Compost - Residential"
"txcd_33100101","physical","Products for use in non-commercial food producing gardens to control insects, weeds, and fungus.","Agricultural Chemicals - Non-commercial gardening"
"txcd_33100200","physical","Products for use in non-commercial food producing gardens to enhance plant growth.","Agricultural Fertilizer - Non-commercial gardening"
"txcd_33110001","physical","Standard incandescent light bulbs carrying an Energy Star rating.","Incandescent Light Bulbs - Energy Star"
"txcd_33110002","physical","Compact Fluorescent light (CFL) bulbs carrying an Energy Star rating.","Compact Fluorescent Light Bulbs - Energy Star"
"txcd_33110003","physical","Light emitting diode (LED) bulbs carrying an Energy Star rating.","LED Bulbs - Energy Star"
"txcd_33110004","physical","Portable self-powered or battery powered light sources, including flashlights, lanterns, emergency glow sticks or light sticks.","Portable Light Sources"
"txcd_33110005","physical","Candles to be used as a light source.","Candles"
"txcd_33120000","physical","Qualifying items for purposes of certain sales tax holidays such as cell phone batteries, cell phone chargers, and two-way radios.","Storm Preparedness Items"
"txcd_33120001","physical","Portable self-powered or battery powered radio, two-way radio, weatherband radio.","Portable Radios"
"txcd_33120002","physical","Non-electric food or beverage cooler.","Food Storage Cooler"
"txcd_33120003","physical","Smoke Detectors.","Smoke Detectors"
"txcd_33120004","physical","Carbon Monoxide Detectors.","Carbon Monoxide Detectors"
"txcd_33120005","physical","Fire Extinguishers.","Fire Extinguishers"
"txcd_33120006","physical","Portable fuel container.","Portable Fuel Container"
"txcd_33120007","physical","Non-electric water container to store water for emergency usage.","Water Storage Container"
"txcd_33120008","physical","Artificial ice, blue ice, ice packs, reusable ice.","Artificial Ice"
"txcd_33120009","physical","Tarps, plastic sheeting, plastic drop cloths, waterproof sheeting.","Tarpaulins and Weatherproof Sheeting"
"txcd_33120010","physical","Portable generator used to provide light or communications or power appliances during a power outage.","Portable Generator"
"txcd_33120011","physical","Power cords used to connect electrical equipment and devices to power sockets.","Power Cords"
"txcd_33120012","physical","An hand held tool with a bladed head on a handle used for hewing, cleaving, chopping, etc.","Axes/Hatchets"
"txcd_33120013","physical","Gas-powered chainsaw.","Garden Chainsaw"
"txcd_33120014","physical","Chainsaw accessories include chains, lubricants, motor oil, chain sharpeners, bars, wrenches, carrying cases, repair parts, safety apparel.","Chainsaw Accessories"
"txcd_33120015","physical","Plywood, window film, storm shutters, hurricane shutters or other materials specifically designed to protect windows.","Storm Shutters/Window Protection Devices"
"txcd_33120016","physical","Ladder used for home emergency evacuation.","Emergency/Rescue Ladder"
"txcd_33120017","physical","Ropes and Cords and similar fastening products.","Ropes and Cords"
"txcd_33120018","physical","Ground anchor systems and tie down kits for securing property against severe weather.","Ground Anchor Systems and Tie-down Kits"
"txcd_33120019","physical","Duct Tape.","Duct Tape"
"txcd_33150001","physical","WaterSense labeled toilets.","Toilets - WaterSense"
"txcd_33150002","physical","WaterSense labeled urinals.","Urinals - WaterSense"
"txcd_33150003","physical","WaterSense labeled bathroom sink faucets and accessories.","Bathroom Faucets - WaterSense"
"txcd_33150004","physical","WaterSense labeled sprinkler body is the exterior shell that connects to the irrigation system piping and houses the spray nozzle that applies water on the landscape.","Spray Water Sprinkler Bodies - WaterSense"
"txcd_33150005","physical","WaterSense labeled irrigation controllers, which act like a thermostat for your sprinkler system telling it when to turn on and off, use local weather and landscape conditions to tailor watering schedules to actual conditions on the site.","Irrigation Controls - WaterSense"
"txcd_33150006","physical","WaterSense labeled showerheads.","Showerheads - WaterSense"
"txcd_34010001","physical","A type of consumer electronic device used to play vinyl recordings.","Audio Turntables"
"txcd_34010002","physical","Portable audio equipment that plays audio files encoded in MP3 and other audio formats.","Digital Music Players"
"txcd_34010003","physical","A camera that captures moving images and sound and converts them into electronic signals so that they can be saved on a storage device, such as videotape or a hard drive, or viewed on a monitor.","Video Cameras"
"txcd_34020001","physical","A camera that captures photographs in digital memory.","Digital Cameras"
"txcd_34020002","physical","A framed display designed to display preloaded digital images (jpeg or any digital image format). Has slots for flash memory cards and/or an interface for digital photo camera connection.","Digital Picture Frames"
"txcd_34020003","physical","A portable electronic device for reading digital books and periodicals.","E-Book Readers"
"txcd_34020004","physical","Wired and bluetooth headphones and earbuds for audio listening.","Headphones/Earbuds"
"txcd_34020005","physical","Consumer electronics peripherals and accessories.  Please select a more granular product tax category where appropriate.","Consumer Electronics Peripherals/Accessories"
"txcd_34020006","physical","Televisions.","Televisions"
"txcd_34020027","physical","Electronic devices bought for personal rather than commercial use.  Please select a more granular product tax category where appropriate.","Consumer Electronics"
"txcd_34021000","physical","A portable device for connecting to a telecommunications network in order to transmit and receive voice, video, or other data.","Mobile Phones"
"txcd_34021001","physical","A device for recharging the battery of a mobile phone, especially one consisting of a cable connected to an adaptor which plugs into an electrical socket or usb port.","Mobile Phone Charging Device/cord"
"txcd_34022000","physical","A specialized computer system designed for interactive video gameplay that typically connects to a television or other monitor.","Video Gaming Console - Fixed"
"txcd_34022001","physical","A handheld portable electronic device used for playing video games that has its own screen, speakers and controls in one unit.","Video Gaming Console - Portable"
"txcd_34040001","physical","Typically a lithium-ion remote power source for laptop computers.","Computer Batteries"
"txcd_34040002","physical","Cables with industry standard connection and termination configurations used to connect various peripherals and equipment to computers.","Computer Cables"
"txcd_34040003","physical","Storage drives, hard drives, Zip drives, etc.","Computer Drives"
"txcd_34040004","physical","Computer Keyboards.","Computer Keyboards"
"txcd_34040005","physical","Computer Microphones.","Computer Microphones"
"txcd_34040006","physical","Computer Monitor/Displays.","Computer Monitor/Displays"
"txcd_34040007","physical","Computer Mouse/Pointing Devices.","Computer Mouse/Pointing Devices"
"txcd_34040008","physical","Computer Printer.","Computer Printer"
"txcd_34040009","physical","Computer Speakers.","Computer Speakers"
"txcd_34040010","physical","A docking station is a hardware frame and set of electrical connection interfaces that enable a notebook computer to effectively serve as a desktop computer.","Docking Stations"
"txcd_34040011","physical","A device that makes possible the transmission of data to or from a computer via telephone or other communication lines.","Modems"
"txcd_34040012","physical","A motherboard is the physical component in a computer that contains the computer's basic circuitry and other components.","Motherboards"
"txcd_34040013","physical","A port replicator is an attachment for a notebook computer that allows a number of devices such as a printer, large monitor, and keyboard to be simultaneously connected.","Port Replicators"
"txcd_34040014","physical","A device that connects computer networks to each other, and sends information between networks.  The router, as commonly used in the home, is the hardware that allows communication between your personal computers and other connected device and the internet.","Routers"
"txcd_34040015","physical","A device that scans documents and images and converts them into digital data for use on a computer.","Scanners"
"txcd_34040016","physical","A sound card is an expansion component used in computers to receive and send audio.","Sound Cards"
"txcd_34040017","physical","An expansion card that allows the computer to send graphical information to a video display device such as a monitor, TV, or projector. Video cards are often used by gamers in place of integrated graphics due to their extra processing power and video ram.","Video/Graphics Card"
"txcd_34040018","physical","A webcam is a video camera that feeds or streams an image or video in real time to or through a computer to a computer network, such as the Internet. Webcams are typically small cameras that sit on a desk, attach to a user's monitor, or are built into the hardware.","Web Camera"
"txcd_35010000","physical","Books or booklets consisting of text or illustrations bound in a stiffer cover than the pages.","Books"
"txcd_35010001","physical","Children's books including picture books, painting, drawing, and activity books.","Books for Children"
"txcd_35010400","physical","Printed religious books and manuals.","Religious Books"
"txcd_35010410","physical","The sacred writings of a religion.","Bibles"
"txcd_35010500","physical","Recognized in the ordinary and usual sense as a ""book"", except that the product is audio and delivered electronically or on a CD/DVD instead of in a printed format.","Audiobook (Physical Copy)"
"txcd_35020100","physical","Publications distributed to the public at regular intervals that contains news of general interest.","Newspapers"
"txcd_35020200","physical","Publications, including magazines, distributed on a periodic basis.","Periodicals"
"txcd_35020220","physical","Periodicals, printed, sold by subscription.","Magazine by Subscription"
"txcd_36010001","physical","Flea and tick products for animal use including soaps, cleaning solutions, and shampoos (e.g., flea collars, flea powder, tick and flea soap, and tick sprays).","Flea & Tick Products"
"txcd_36010002","physical","Drugs or substance for treating animals and intended for use in the diagnosis, cure, mitigation, treatment, or prevention of disease.","Over-the-Counter Drugs for Animal Use Without a Prescription"
"txcd_36010003","physical","Medical supplies available without a prescription and used in the treatment of companion animals (e.g., first aid items such as bandages and gauze).","Over-the-Counter Medical Supplies for Pets"
"txcd_36010004","physical","Food for household pets that is consumed for nutritional value. This code is not intended for food related to working farm animals or animals raised for meat or milk production.","Pet Food"
"txcd_36010005","physical","Pet food products offering additional nutrients or functional ingredients.","Pet Vitamins"
"txcd_37010000","physical","Personal computers, including laptops, tablets, desktops.","Personal Computers"
"txcd_37010003","physical","Removable storage media such as compact disks, flash drives, thumb drives, flash memory cards.","Computer Storage Media"
"txcd_37010036","physical","Ink cartridges for printers.","Printer Ink"
"txcd_37030002","physical","A globe that could be used by a student in a course of study as a reference and to learn the subject being taught.","Globes - Student"
"txcd_37030003","physical","A map that could be used by a student in a course of study as a reference and to learn the subject being taught.","Maps - Student"
"txcd_37040001","physical","Paper suitable for printers.","Printer Paper"
"txcd_37050001","physical","Books that are required or approved for use in conjunction with a curriculum provided by an educational institution.","School Textbooks"
"txcd_37060001","physical","Bags designed to carry students' books during the school day. This category does not include backpacks for traveling, hiking, camping, etc.","Bookbags/Backpacks - Student"
"txcd_37060002","physical","Typically a small electronic device with a keyboard and visual display used for making used for making mathematical calculations.","Calculators"
"txcd_37060003","physical","A calendar based notebook to aid in outlining one's daily appointments, classes, activities, etc.","Daily Planners"
"txcd_37060008","physical","Portable locks used by students in a school setting to prevent use, theft, vandalism or harm.","Padlocks - Student"
"txcd_37060009","physical","An item commonly used by a student in a course of study for artwork.  This category is limited to the following items...clay and glazes, paints, paintbrushes for artwork, sketch and drawing pads, watercolors.","School Art Supplies"
"txcd_37060010","physical","Reference printed material commonly used by a student in a course of study as a reference and to learn the subject being taught.","Dictionaries/Thesauruses"
"txcd_37060011","physical","Sheet music used by a student in conjunciton with school activities.","Sheet music - Student"
"txcd_37060012","physical","An item commonly used by a student in a course of study. This category is limited to the following items...binders, blackboard chalk, cellophane tape, compasses, composition books, crayons, erasers, folders, glue/paste/glue sticks, highlighters, index cards, index card boxes, legal pads, lunch boxes, markers, notebooks, paper (copy, graph, tracing, manila, colored, construction, notebook), pencils, pencil boxes, pencil sharpeners, pens, posterboard, protractors, rulers, scissors, writing tablets.","School Supplies"
"txcd_37060013","physical","A device that joins pages of paper or similar material by fastening a thin metal staple through the sheets and folding the ends underneath.","Staplers/Staples"
"txcd_37060035","physical","Pins/tacks to secure papers, pictures, calendars, etc. to bulletin boards, walls, etc.","Push pins/tacks"
"txcd_37060045","physical","A handheld computer that is capable of plotting graphs, solving simultaneous equations, and performing other tasks with variables.","Graphing Calculators"
"txcd_37060046","physical","A musical instrument used by a student in conjunciton with school activities.","Musical instruments - Student"
"txcd_37070001","physical","Prewritten (""canned"") software delivered on tangible media.","Canned Software - Tangible Medium"
